Name,Surname,url
Minir,Krasniqi,http://www.akk-ks.org/declaration/2011/Komunat_e_Kosoves/Komuna_Prizren/Minir_Krasniq.pdf
Njazi,Kryeziu,http://www.akk-ks.org/declaration/2011/Komunat_e_Kosoves/Komuna_Prizren/Njazi_Kryeziu.pdf
Ramadan ,Muja,http://www.akk-ks.org/declaration/2011/Komunat_e_Kosoves/Komuna_Prizren/Ramadan_Muja.pdf
Ruzhdi,Rexha,http://www.akk-ks.org/declaration/2011/Komunat_e_Kosoves/Komuna_Prizren/Ruzhi_Rexha.pdf
