Name,Surname,url
Naim,Neziri,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Naim_Neziri.pdf
Nol,Dedaj,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Nol_Dedaj.pdf
Nezir,Rama,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Nezir_Rama.pdf
Osman,Bllaca,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Osman_Bllaca.pdf
Qendron,Kastrati,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Qendron_Kastrati.pdf
Ramush ,Sadiku,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Ramush_Sadiku.pdf
Rita ,Begolli,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Rita_Begoli.pdf
Remzi,Pacolli,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Remzi_Pacolli.pdf
Sadri ,Ramabaja,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Sadri_Ramabaja.pdf
Sami,Hamiti,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Sami_Hamiti.pdf
Sylejman,Pireva,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Sylejman_Pireva.pdf
Saranda,Bugujevci,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Saranda_Bugujevci.pdf
Sarande,Sadriu,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Sarande_Sadriu.pdf
Sokol,Krasniqi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Sokol_Krasniqi.pdf
Shaip ,Hajrizi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Shaip_Hajrizi.pdf
Shefki ,Gashi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Shefki_Gashi.pdf
Shiqeri,Spahiu,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Shiqeri_Spahiu.pdf
Shpend,Ahmeti,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Shpend_Ahmeti.pdf
Shemsi,Veseli,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Shemsi_Veseli.pdf
Teuta,Krasniqi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Teuta_Krasniqi.pdf
Visar,Arifaj,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Visar_Arifaj.pdf
Vjollca,Dibra Ibrahimi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Vjollca_Dibra-Ibrahimi.pdf
Visar,Berisha,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Visar_Berisha.pdf
Vlora,Dumoshi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Vlora_Dumoshi.pdf
Xhelal,Svecla,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Xhelal_Svecla.pdf
Xhevat,Simnica,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Xhevat_Simnica.pdf
Ylli,Hoxha,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Ylli_Hoxha.pdf
Zeke,Bardhaj,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Zeke_Bardhaj.pdf
Zijadin,Krasniqi,http://www.akk-ks.org/declaration/2015/Komunat/Komuna_e_Prishtines/Zijadin_Krasniqi.pdf
