Name,Surname,url
Fitim,Vokrri,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Fitim_Vokrri.pdf
Flamur,Zeqiri,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Flamur_Zeqiri.pdf
Fadil,Gashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Fadil_Gashi.pdf
Fatmir,Dervishi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Fatmir_Dervishi.pdf
Florida,Canolli,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Florida_Canolli.pdf
Fiknete,Bejta,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Fiknete_Bejta.pdf
Gani,Sopi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Gani_Sopi.pdf
Genc,Broqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Genc_Broqi.pdf
Gezim,Mehmeti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Gezim_Mehmeti.pdf
Genc,Bashota,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Genc_Bashota.pdf
Genc,Sherifi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Genc_Sherifi.pdf
Hafir ,Hamiti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Hafir_Hamiti.pdf
Halim,Halimi ,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Halim_Halimi.pdf
Halil,Mustafa,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Halil_Mustafa.pdf
Hasime,Krasniqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Hasime_Krasniqi.pdf
Hetem,Kupina,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Hetem_Kupina.pdf
Haki,Dragusha,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Haki_Dragusha.pdf
Ismail,Kokaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Ismail_Kokaj.pdf
Jeta,Rafuna Hasani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Jeta_Rafuna_Hasani.pdf
Jonuz,Salihaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Jonuz_Salihaj.pdf
Kumrije,Shabani Ramadani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Kumrije_Shabani_Ramadani.pdf
Kushtrim,Sopa,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Kushtrim_Sopa.pdf
Leonora,Shabani Bajraktari,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Leonora_Shabani_Bajraktari.pdf
Liburn,Aliu,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Liburn_Aliu.pdf
Lirie,Avdiu,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Lirie_Avdiu.pdf
Leutrim,Retkoceri,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Leutrim_Retkoceri.pdf
Lirak,Celaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Lirak_Celaj.pdf
Lulzim,Rexhepaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Lulzim_Rexhepaj.pdf
Milot,Podvorica,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Milot_Podvorica.pdf
Migjen,Shala,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Migjen_Shala.pdf
Milazim,Vitija,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Milazim_Vitija.pdf
Mimoza,Sylejmani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Mimoza_Sylejmani.pdf
Mikete,Hajdari,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Mikete_Hajdari.pdf
Mirsad,Vitia,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Mirsad_Vitia.pdf
Mustafe,Krasniqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Mustafe_Krasniqi.pdf
Mustafe,Hyseni,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Mustafe_Hyseni.pdf
Muhedin,Nushi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Muhedin_Nushi.pdf
Naime,Osmani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Naime_Osmani.pdf
Nora,Kelmendi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Nora_Kelmendi.pdf
Nol,Nushi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Nol_Nushi.pdf
Qendrim,Sahiti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Qendrim_Sahiti.pdf
Rifat,Deri,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Rifat_Deri.pdf
Ruhan,Beha,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Ruhan_Beha.pdf
Sami,Boroci,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Sami_Boroci.pdf
Sami,Salihu,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Sami_Salihu.pdf
Sokol,Berisha,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Sokol_Berisha.pdf
Sokol,Havolli,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Sokol_Havolli.pdf
Suzan,Kika,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Suzan_Kika.pdf
Selim,Pacolli,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Selim_Pacolli.pdf
Shefqet,Osmani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Shefqet_Osmani.pdf
Shkumbin,Gashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Shkumbin_Gashi.pdf
Shefki ,Gashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Shefki_Gashi.pdf
Shpend,Ahmeti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Shpend_Ahmeti.pdf
Shemsi,Veseli,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Shemsi_Veseli.pdf
Sherif,Sejdiu,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Sherif_Sejdiu.pdf
Vala,Peshku,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Vala_Peshku.pdf
Valbona,Makolli,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Valbona_Makolli.pdf
Vesel,Makolli,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Vesel_Makolli.pdf
Visar,Arifaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Visar_Arifaj.pdf
Vjosa,Hamiti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Vjosa_Hamiti.pdf
Valbona,Ajeti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Valbona_Ajeti.pdf
Valbona,Petrovci,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Valbona_Petrovci.pdf
Violeta,Hyseni,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Violeta_Hyseni.pdf
Visare,Gashi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Visare_Gashi.pdf
Vlora,Dumoshi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Vlora_Dumoshi.pdf
Ylber,Citaku,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Ylber_Citaku.pdf
Yll,Rugova,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Yll_Rugova.pdf
Yll,Bogaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Yll_Bogaj.pdf
Zeke,Bardhaj,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Prishtines/Zeke_Bardhaj.pdf
