Name,Surname,url
Naim ,Makolli,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Naim_Makolli.pdf
Nerxhivane,Vitia,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Nerxhivane_Vitia.pdf
Naime,Osmani,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Naime_Osmani.pdf
Nexhmije,Berisha,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Nexhmije_Berisha.pdf
Naim,Neziri,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Naim_Neziri.pdf
Premtina,Rakovica,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Premtina_Rakovica.pdf
Remzi,Pacolli,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Remzi_Pacolli.pdf
Ridvan,Shahini,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Ridvan_Shahini.pdf
Rexhep,Mustafa,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Rexhep_Mustafa.pdf
Rrahman,Ismajli,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Rrahman_Ismaili.pdf
Sadri ,Ramabaja,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Sadri_Ramabaja.pdf
Sami,Hamiti,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Sami_Hamiti.pdf
Shaip ,Hajrizi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Shaip_Hajrizi.pdf
Shemsi,Veseli,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Shemsi_Veseli.pdf
Skender,Reqica,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Skender_Recica.pdf
Salih,Krasniqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Salih_Krasniqi.pdf
Sarande,Sadriu Mehmeti,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Sarande_Sadriu-Mehmeti.pdf
Shefki ,Gashi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Shefki_Gashi.pdf
Shefqet,Sylejmani,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Shefqet_Sylejmani.pdf
Shiqeri,Spahiu,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Shiqeri_Spahiu.pdf
Sofije,Kllokoqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Sofije_Kllokoqi.pdf
Tefik,Mehmeti,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Tefik_Mehmeti.pdf
Valbon,Krasniqi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Valbon_Krasniqi.pdf
Vjollca,Dibra Ibrahimi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Vjollca_Dibra-Ibrahimi.pdf
Vlora ,Dumoshi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Vlora_Dumoshi.pdf
Valon,Hiseni,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Valon_Hiseni.pdf
Vjollca,Rizani,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Vjollca_Rizani.pdf
Visar,Emini,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Visar_Emini.pdf
Xhelil,Bekteshi,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Xhelil_Bekteshi.pdf
Xhevat,Simnica,http://www.akk-ks.org/declaration/2013/Komunat/Komuna_e_Prishtines/Xhevat_Simnica.pdf
