Name,Surname,url
Shkelzen,Marevci,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Shkelzen_Marevci.pdf
Shkelzen,Selmani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Shkelzen_Selmani.pdf
Shqipe,Jashari,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Shqipe_Jashari.pdf
Valon,Halimi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Valon_Halimi.pdf
Vehbi,Emini,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Vehbi_Emini.pdf
Vullnet,Syla,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Vullnet_Syla.pdf
Xhafer,Berisha,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Xhafer_Berisha.pdf
Xhafer,Mehmeti,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Xhafer_Mehmeti.pdf
Xhevat,Sallahi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Xhevat_Sallahi.pdf
Xhemile,Murati Shabani,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Xhemile_Murati_Shabani.pdf
Xhevdet,Haxhidemi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Xhevdet_Haxhidemi.pdf
Yllke,Neziri,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Yllke_Neziri.pdf
Zymrije,Haxhimusa,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Zymrije_Haxhimusa.pdf
Zekir,Bytyqi,http://www.akk-ks.org/declaration/2018/Komunat/Komuna_e_Ferizajit/Zekir_Bytyqi.pdf
