Name,Surname,url
Avdulla,Hoxha,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Avdulla_Hoxha.pdf
Adifete,Emini,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Adifete_Emini.pdf
Arta,Tahiri,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Arta_Tahiri.pdf
Alban,Idrizi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Alban_Idrizi.pdf
Abetare,Kurti,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Abetare_Kurti.pdf
Ahmet,Misini,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Ahmet_Misini.pdf
Alban,Kruezi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Aslan_Kruezi.pdf
Bashkim,Fazliu,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Bashkim_Fazliu.pdf
Burim,Karameta,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Burim_Karameta.pdf
Edona,Bakolli,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Edona_Bakolli.pdf
Elfete,Mehmeti,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Elfete_Mehmeti.pdf
Ekrem,Mustafa,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Ekrem_Mustafa.pdf
Enver,Haliti,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Enver_Haliti.pdf
Erona,Kamberi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Erona_Kamberi.pdf
Eleonora,Isufi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Eleonora_Isufi.pdf
Faruk,Hyseni,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Faruk_Hyseni.pdf
Faruk,Guri,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Faruk_Guri.pdf
Fatmir,Azizi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Fatmir_Azizi.pdf
Faik,Grainca,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Faik_Grainca.pdf
Fadil,Halili,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Fadil_Halili.pdf
Feim,Ibrahimi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Feim_Ibrahimi.pdf
Gafurr,Ilazi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Gafurr_Ilazi.pdf
Hesat,Shatrolli,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Hesat_Shatrolli.pdf
Hysnije,Mustafa,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Hysnije_Mustafa.pdf
Ibrahim,Hyseni,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Ibrahim_Hyseni.pdf
Imri,Hashani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Imri_Hashani.pdf
Izet,Rushiti,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Izet_Rushiti.pdf
Ilir,Orllati,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Ilir_Orllati.pdf
Ismet,Vranovci,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Ismet_Vranovci.pdf
Januz,Rexhepi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Januz_Rexhepi.pdf
Kristina,Gashi Bytyqi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Kristina_Gashi-Bytyqi.pdf
Lirije,Syla,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Lirije_Syla.pdf
Lulzim,Grainca,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Lulzim_Grainca.pdf
Lulzim,Aliu ,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Lulzim_Aliu.pdf
Musa,Ibishi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Musa_Ibishi.pdf
Medain,Hashani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Medain_Hashani.pdf
Mustafe,Grainca,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Mustafe_Grainca.pdf
Mimoza,Fazliu,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Mimoza_Fazliu.pdf
Mimoza,Pajaziti,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Mimoza_Pajaziti.pdf
Muhamet,Halili,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Muhamet_Halili.pdf
Muhamet,Cerkini,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Muhamet_cerkini.pdf
Muharrem,Svarqa,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Muharrem_Svarqa.pdf
Milaim,Selmani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Milaim_Selmani.pdf
Naim,Misini,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Naim_Misini.pdf
Naim,Ferati,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Naim_Ferati.pdf
Nehat,Baftiu,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Nehat_Baftiu.pdf
Nysret,Sylejmani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Nysret_Sylejmani.pdf
Qazim,Rrahmani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Qazim_Rahmani.pdf
Rafiz,Sejdiu,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Rafiz_Sejdiu.pdf
Ramadan,Baliu,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Ramadan_Baliu.pdf
Sami,Osmani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Sami_Osmani.pdf
Sylejman,Zeka,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Sylejman_Zeka.pdf
Shpresa,Azemi Shemsedini,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Shpresa_Azemi-Shemsedini.pdf
Shkelzen,Marevci,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Shkelzen_Marevci.pdf
Shkelzen,Selmani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Shkelzen_Selmani.pdf
Shkelzen,Sulejmani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Shkelzen_Sulejmani.pdf
Shpetim,Sojeva,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Shpetim_Sojeva.pdf
Shemsedin,Sojeva,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Shemsedin_Sojeva.pdf
Valon,Halimi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Valon_Halimi.pdf
Visar,Demiri,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Visar_Demiri.pdf
Vehbi,Emini,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Vehbi_Emini.pdf
Xhavit,Zariqi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Xhavit_Zariqi.pdf
Xhevat,Sallahi,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Xhevat_Sallahi.pdf
Xhemile,Murati Shabani,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Xhemile_Murati-Shabani.pdf
Xhemajl,Recica,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Xhemajl_Recica.pdf
Zymrije,Haxhimusa,http://www.akk-ks.org/declaration/2016/Komunat/Komuna_e_Ferizajit/Zymrije_Haxhimusa.pdf
